"","v_names","v_label"
"3547","shb368rc_29","refusal due to covid-19 (qh368)"
"3548","shb368rc_30","refusal due to covid-19 (qh368)"
"3549","shb368rc_31","refusal due to covid-19 (qh368)"
"3550","shb368rc_32","refusal due to covid-19 (qh368)"
"3551","shb368rc_33","refusal due to covid-19 (qh368)"
"3552","shb368rc_34","refusal due to covid-19 (qh368)"
"3553","shb368rc_35","refusal due to covid-19 (qh368)"
"3554","shb370rc_01","refusal due to covid-19 (qh370)"
"3555","shb370rc_02","refusal due to covid-19 (qh370)"
"3556","shb370rc_03","refusal due to covid-19 (qh370)"
"3557","shb370rc_04","refusal due to covid-19 (qh370)"
"3558","shb370rc_05","refusal due to covid-19 (qh370)"
"3559","shb370rc_06","refusal due to covid-19 (qh370)"
"3560","shb370rc_07","refusal due to covid-19 (qh370)"
"3561","shb370rc_08","refusal due to covid-19 (qh370)"
"3562","shb370rc_09","refusal due to covid-19 (qh370)"
"3563","shb370rc_10","refusal due to covid-19 (qh370)"
"3564","shb370rc_11","refusal due to covid-19 (qh370)"
"3565","shb370rc_12","refusal due to covid-19 (qh370)"
"3566","shb370rc_13","refusal due to covid-19 (qh370)"
"3567","shb370rc_14","refusal due to covid-19 (qh370)"
"3568","shb370rc_15","refusal due to covid-19 (qh370)"
"3569","shb370rc_16","refusal due to covid-19 (qh370)"
"3570","shb370rc_17","refusal due to covid-19 (qh370)"
"3571","shb370rc_18","refusal due to covid-19 (qh370)"
"3572","shb370rc_19","refusal due to covid-19 (qh370)"
"3573","shb370rc_20","refusal due to covid-19 (qh370)"
"3574","shb370rc_21","refusal due to covid-19 (qh370)"
"3575","shb370rc_22","refusal due to covid-19 (qh370)"
"3576","shb370rc_23","refusal due to covid-19 (qh370)"
"3577","shb370rc_24","refusal due to covid-19 (qh370)"
"3578","shb370rc_25","refusal due to covid-19 (qh370)"
"3579","shb370rc_26","refusal due to covid-19 (qh370)"
"3580","shb370rc_27","refusal due to covid-19 (qh370)"
"3581","shb370rc_28","refusal due to covid-19 (qh370)"
"3582","shb370rc_29","refusal due to covid-19 (qh370)"
"3583","shb370rc_30","refusal due to covid-19 (qh370)"
"3584","shb370rc_31","refusal due to covid-19 (qh370)"
"3585","shb370rc_32","refusal due to covid-19 (qh370)"
"3586","shb370rc_33","refusal due to covid-19 (qh370)"
"3587","shb370rc_34","refusal due to covid-19 (qh370)"
"3588","shb370rc_35","refusal due to covid-19 (qh370)"
"3589","shb374rc_01","refusal due to covid-19 (qh374)"
"3590","shb374rc_02","refusal due to covid-19 (qh374)"
"3591","shb374rc_03","refusal due to covid-19 (qh374)"
"3592","shb374rc_04","refusal due to covid-19 (qh374)"
"3593","shb374rc_05","refusal due to covid-19 (qh374)"
"3594","shb374rc_06","refusal due to covid-19 (qh374)"
"3595","shb374rc_07","refusal due to covid-19 (qh374)"
"3596","shb374rc_08","refusal due to covid-19 (qh374)"
"3597","shb374rc_09","refusal due to covid-19 (qh374)"
"3598","shb374rc_10","refusal due to covid-19 (qh374)"
"3599","shb374rc_11","refusal due to covid-19 (qh374)"
"3600","shb374rc_12","refusal due to covid-19 (qh374)"
"3601","shb374rc_13","refusal due to covid-19 (qh374)"
"3602","shb374rc_14","refusal due to covid-19 (qh374)"
"3603","shb374rc_15","refusal due to covid-19 (qh374)"
"3604","shb374rc_16","refusal due to covid-19 (qh374)"
"3605","shb374rc_17","refusal due to covid-19 (qh374)"
"3606","shb374rc_18","refusal due to covid-19 (qh374)"
"3607","shb374rc_19","refusal due to covid-19 (qh374)"
"3608","shb374rc_20","refusal due to covid-19 (qh374)"
"3609","shb374rc_21","refusal due to covid-19 (qh374)"
"3610","shb374rc_22","refusal due to covid-19 (qh374)"
"3611","shb374rc_23","refusal due to covid-19 (qh374)"
"3612","shb374rc_24","refusal due to covid-19 (qh374)"
"3613","shb374rc_25","refusal due to covid-19 (qh374)"
"3614","shb374rc_26","refusal due to covid-19 (qh374)"
"3615","shb374rc_27","refusal due to covid-19 (qh374)"
"3616","shb374rc_28","refusal due to covid-19 (qh374)"
"3617","shb374rc_29","refusal due to covid-19 (qh374)"
"3618","shb374rc_30","refusal due to covid-19 (qh374)"
"3619","shb374rc_31","refusal due to covid-19 (qh374)"
"3620","shb374rc_32","refusal due to covid-19 (qh374)"
"3621","shb374rc_33","refusal due to covid-19 (qh374)"
"3622","shb374rc_34","refusal due to covid-19 (qh374)"
"3623","shb374rc_35","refusal due to covid-19 (qh374)"
"3624","shb375rc_01","refusal due to covid-19 (qh375)"
"3625","shb375rc_02","refusal due to covid-19 (qh375)"
"3626","shb375rc_03","refusal due to covid-19 (qh375)"
"3627","shb375rc_04","refusal due to covid-19 (qh375)"
"3628","shb375rc_05","refusal due to covid-19 (qh375)"
"3629","shb375rc_06","refusal due to covid-19 (qh375)"
"3630","shb375rc_07","refusal due to covid-19 (qh375)"
"3631","shb375rc_08","refusal due to covid-19 (qh375)"
"3632","shb375rc_09","refusal due to covid-19 (qh375)"
"3633","shb375rc_10","refusal due to covid-19 (qh375)"
"3634","shb375rc_11","refusal due to covid-19 (qh375)"
"3635","shb375rc_12","refusal due to covid-19 (qh375)"
"3636","shb375rc_13","refusal due to covid-19 (qh375)"
"3637","shb375rc_14","refusal due to covid-19 (qh375)"
"3638","shb375rc_15","refusal due to covid-19 (qh375)"
"3639","shb375rc_16","refusal due to covid-19 (qh375)"
"3640","shb375rc_17","refusal due to covid-19 (qh375)"
"3641","shb375rc_18","refusal due to covid-19 (qh375)"
"3642","shb375rc_19","refusal due to covid-19 (qh375)"
"3643","shb375rc_20","refusal due to covid-19 (qh375)"
"3644","shb375rc_21","refusal due to covid-19 (qh375)"
"3645","shb375rc_22","refusal due to covid-19 (qh375)"
"3646","shb375rc_23","refusal due to covid-19 (qh375)"
"3647","shb375rc_24","refusal due to covid-19 (qh375)"
"3648","shb375rc_25","refusal due to covid-19 (qh375)"
"3649","shb375rc_26","refusal due to covid-19 (qh375)"
"3650","shb375rc_27","refusal due to covid-19 (qh375)"
"3651","shb375rc_28","refusal due to covid-19 (qh375)"
"3652","shb375rc_29","refusal due to covid-19 (qh375)"
"3653","shb375rc_30","refusal due to covid-19 (qh375)"
"3654","shb375rc_31","refusal due to covid-19 (qh375)"
"3655","shb375rc_32","refusal due to covid-19 (qh375)"
"3656","shb375rc_33","refusal due to covid-19 (qh375)"
"3657","shb375rc_34","refusal due to covid-19 (qh375)"
"3658","shb375rc_35","refusal due to covid-19 (qh375)"
"3659","ha0_01","index to household schedule"
"3660","ha0_02","index to household schedule"
"3661","ha0_03","index to household schedule"
"3662","ha0_04","index to household schedule"
"3663","ha0_05","index to household schedule"
"3664","ha0_06","index to household schedule"
"3665","ha0_07","index to household schedule"
"3666","ha0_08","index to household schedule"
"3667","ha0_09","index to household schedule"
"3668","ha0_10","index to household schedule"
"3669","ha0_11","index to household schedule"
"3670","ha0_12","index to household schedule"
"3671","ha0_13","index to household schedule"
"3672","ha0_14","index to household schedule"
"3673","ha0_15","index to household schedule"
"3674","ha1_01","woman's age in years"
"3675","ha1_02","woman's age in years"
"3676","ha1_03","woman's age in years"
"3677","ha1_04","woman's age in years"
"3678","ha1_05","woman's age in years"
"3679","ha1_06","woman's age in years"
"3680","ha1_07","woman's age in years"
"3681","ha1_08","woman's age in years"
"3682","ha1_09","woman's age in years"
"3683","ha1_10","woman's age in years"
"3684","ha1_11","woman's age in years"
"3685","ha1_12","woman's age in years"
"3686","ha1_13","woman's age in years"
"3687","ha1_14","woman's age in years"
"3688","ha1_15","woman's age in years"
"3689","ha2_01","woman's weight in kilograms (1 decimal)"
"3690","ha2_02","woman's weight in kilograms (1 decimal)"
"3691","ha2_03","woman's weight in kilograms (1 decimal)"
"3692","ha2_04","woman's weight in kilograms (1 decimal)"
"3693","ha2_05","woman's weight in kilograms (1 decimal)"
"3694","ha2_06","woman's weight in kilograms (1 decimal)"
"3695","ha2_07","woman's weight in kilograms (1 decimal)"
"3696","ha2_08","woman's weight in kilograms (1 decimal)"
"3697","ha2_09","woman's weight in kilograms (1 decimal)"
"3698","ha2_10","woman's weight in kilograms (1 decimal)"
"3699","ha2_11","woman's weight in kilograms (1 decimal)"
"3700","ha2_12","woman's weight in kilograms (1 decimal)"
"3701","ha2_13","woman's weight in kilograms (1 decimal)"
"3702","ha2_14","woman's weight in kilograms (1 decimal)"
"3703","ha2_15","woman's weight in kilograms (1 decimal)"
"3704","ha3_01","woman's height in centimeters (1 decimal)"
"3705","ha3_02","woman's height in centimeters (1 decimal)"
"3706","ha3_03","woman's height in centimeters (1 decimal)"
"3707","ha3_04","woman's height in centimeters (1 decimal)"
"3708","ha3_05","woman's height in centimeters (1 decimal)"
"3709","ha3_06","woman's height in centimeters (1 decimal)"
"3710","ha3_07","woman's height in centimeters (1 decimal)"
"3711","ha3_08","woman's height in centimeters (1 decimal)"
"3712","ha3_09","woman's height in centimeters (1 decimal)"
"3713","ha3_10","woman's height in centimeters (1 decimal)"
"3714","ha3_11","woman's height in centimeters (1 decimal)"
"3715","ha3_12","woman's height in centimeters (1 decimal)"
"3716","ha3_13","woman's height in centimeters (1 decimal)"
"3717","ha3_14","woman's height in centimeters (1 decimal)"
"3718","ha3_15","woman's height in centimeters (1 decimal)"
"3719","ha4_01","height/age percentile"
"3720","ha4_02","height/age percentile"
"3721","ha4_03","height/age percentile"
"3722","ha4_04","height/age percentile"
"3723","ha4_05","height/age percentile"
"3724","ha4_06","height/age percentile"
"3725","ha4_07","height/age percentile"
"3726","ha4_08","height/age percentile"
"3727","ha4_09","height/age percentile"
"3728","ha4_10","height/age percentile"
"3729","ha4_11","height/age percentile"
"3730","ha4_12","height/age percentile"
"3731","ha4_13","height/age percentile"
"3732","ha4_14","height/age percentile"
"3733","ha4_15","height/age percentile"
"3734","ha5_01","height/age standard deviation"
"3735","ha5_02","height/age standard deviation"
"3736","ha5_03","height/age standard deviation"
"3737","ha5_04","height/age standard deviation"
"3738","ha5_05","height/age standard deviation"
"3739","ha5_06","height/age standard deviation"
"3740","ha5_07","height/age standard deviation"
"3741","ha5_08","height/age standard deviation"
"3742","ha5_09","height/age standard deviation"
"3743","ha5_10","height/age standard deviation"
"3744","ha5_11","height/age standard deviation"
"3745","ha5_12","height/age standard deviation"
"3746","ha5_13","height/age standard deviation"
"3747","ha5_14","height/age standard deviation"
"3748","ha5_15","height/age standard deviation"
"3749","ha6_01","height/age percent ref. median"
"3750","ha6_02","height/age percent ref. median"
"3751","ha6_03","height/age percent ref. median"
"3752","ha6_04","height/age percent ref. median"
"3753","ha6_05","height/age percent ref. median"
"3754","ha6_06","height/age percent ref. median"
"3755","ha6_07","height/age percent ref. median"
"3756","ha6_08","height/age percent ref. median"
"3757","ha6_09","height/age percent ref. median"
"3758","ha6_10","height/age percent ref. median"
"3759","ha6_11","height/age percent ref. median"
"3760","ha6_12","height/age percent ref. median"
"3761","ha6_13","height/age percent ref. median"
"3762","ha6_14","height/age percent ref. median"
"3763","ha6_15","height/age percent ref. median"
"3764","ha11_01","weight/height standard deviation (dhs)"
"3765","ha11_02","weight/height standard deviation (dhs)"
"3766","ha11_03","weight/height standard deviation (dhs)"
"3767","ha11_04","weight/height standard deviation (dhs)"
"3768","ha11_05","weight/height standard deviation (dhs)"
"3769","ha11_06","weight/height standard deviation (dhs)"
"3770","ha11_07","weight/height standard deviation (dhs)"
"3771","ha11_08","weight/height standard deviation (dhs)"
"3772","ha11_09","weight/height standard deviation (dhs)"
"3773","ha11_10","weight/height standard deviation (dhs)"
"3774","ha11_11","weight/height standard deviation (dhs)"
"3775","ha11_12","weight/height standard deviation (dhs)"
"3776","ha11_13","weight/height standard deviation (dhs)"
"3777","ha11_14","weight/height standard deviation (dhs)"
"3778","ha11_15","weight/height standard deviation (dhs)"
"3779","ha12_01","weight/height percent ref. median (dhs)"
"3780","ha12_02","weight/height percent ref. median (dhs)"
"3781","ha12_03","weight/height percent ref. median (dhs)"
"3782","ha12_04","weight/height percent ref. median (dhs)"
"3783","ha12_05","weight/height percent ref. median (dhs)"
"3784","ha12_06","weight/height percent ref. median (dhs)"
"3785","ha12_07","weight/height percent ref. median (dhs)"
"3786","ha12_08","weight/height percent ref. median (dhs)"
"3787","ha12_09","weight/height percent ref. median (dhs)"
"3788","ha12_10","weight/height percent ref. median (dhs)"
"3789","ha12_11","weight/height percent ref. median (dhs)"
"3790","ha12_12","weight/height percent ref. median (dhs)"
"3791","ha12_13","weight/height percent ref. median (dhs)"
"3792","ha12_14","weight/height percent ref. median (dhs)"
"3793","ha12_15","weight/height percent ref. median (dhs)"
"3794","ha12a_01","weight/height percent ref. median (fog)"
"3795","ha12a_02","weight/height percent ref. median (fog)"
"3796","ha12a_03","weight/height percent ref. median (fog)"
"3797","ha12a_04","weight/height percent ref. median (fog)"
"3798","ha12a_05","weight/height percent ref. median (fog)"
"3799","ha12a_06","weight/height percent ref. median (fog)"
"3800","ha12a_07","weight/height percent ref. median (fog)"
"3801","ha12a_08","weight/height percent ref. median (fog)"
"3802","ha12a_09","weight/height percent ref. median (fog)"
"3803","ha12a_10","weight/height percent ref. median (fog)"
"3804","ha12a_11","weight/height percent ref. median (fog)"
"3805","ha12a_12","weight/height percent ref. median (fog)"
"3806","ha12a_13","weight/height percent ref. median (fog)"
"3807","ha12a_14","weight/height percent ref. median (fog)"
"3808","ha12a_15","weight/height percent ref. median (fog)"
"3809","ha12b_01","weight/height percent ref. median (who)"
"3810","ha12b_02","weight/height percent ref. median (who)"
"3811","ha12b_03","weight/height percent ref. median (who)"
"3812","ha12b_04","weight/height percent ref. median (who)"
"3813","ha12b_05","weight/height percent ref. median (who)"
"3814","ha12b_06","weight/height percent ref. median (who)"
"3815","ha12b_07","weight/height percent ref. median (who)"
"3816","ha12b_08","weight/height percent ref. median (who)"
"3817","ha12b_09","weight/height percent ref. median (who)"
"3818","ha12b_10","weight/height percent ref. median (who)"
"3819","ha12b_11","weight/height percent ref. median (who)"
"3820","ha12b_12","weight/height percent ref. median (who)"
"3821","ha12b_13","weight/height percent ref. median (who)"
"3822","ha12b_14","weight/height percent ref. median (who)"
"3823","ha12b_15","weight/height percent ref. median (who)"
"3824","ha13_01","result of measurement - height/weight"
"3825","ha13_02","result of measurement - height/weight"
"3826","ha13_03","result of measurement - height/weight"
"3827","ha13_04","result of measurement - height/weight"
"3828","ha13_05","result of measurement - height/weight"
"3829","ha13_06","result of measurement - height/weight"
"3830","ha13_07","result of measurement - height/weight"
"3831","ha13_08","result of measurement - height/weight"
"3832","ha13_09","result of measurement - height/weight"
"3833","ha13_10","result of measurement - height/weight"
"3834","ha13_11","result of measurement - height/weight"
"3835","ha13_12","result of measurement - height/weight"
"3836","ha13_13","result of measurement - height/weight"
"3837","ha13_14","result of measurement - height/weight"
"3838","ha13_15","result of measurement - height/weight"
"3839","ha21_01","fieldworker measurer code"
"3840","ha21_02","fieldworker measurer code"
"3841","ha21_03","fieldworker measurer code"
"3842","ha21_04","fieldworker measurer code"
"3843","ha21_05","fieldworker measurer code"
"3844","ha21_06","fieldworker measurer code"
"3845","ha21_07","fieldworker measurer code"
"3846","ha21_08","fieldworker measurer code"
"3847","ha21_09","fieldworker measurer code"
"3848","ha21_10","fieldworker measurer code"
"3849","ha21_11","fieldworker measurer code"
"3850","ha21_12","fieldworker measurer code"
"3851","ha21_13","fieldworker measurer code"
"3852","ha21_14","fieldworker measurer code"
"3853","ha21_15","fieldworker measurer code"
"3854","ha32_01","date of birth (cmc)"
"3855","ha32_02","date of birth (cmc)"
"3856","ha32_03","date of birth (cmc)"
"3857","ha32_04","date of birth (cmc)"
"3858","ha32_05","date of birth (cmc)"
"3859","ha32_06","date of birth (cmc)"
"3860","ha32_07","date of birth (cmc)"
"3861","ha32_08","date of birth (cmc)"
"3862","ha32_09","date of birth (cmc)"
"3863","ha32_10","date of birth (cmc)"
"3864","ha32_11","date of birth (cmc)"
"3865","ha32_12","date of birth (cmc)"
"3866","ha32_13","date of birth (cmc)"
"3867","ha32_14","date of birth (cmc)"
"3868","ha32_15","date of birth (cmc)"
"3869","ha33_01","completeness of ha32 information"
"3870","ha33_02","completeness of ha32 information"
"3871","ha33_03","completeness of ha32 information"
"3872","ha33_04","completeness of ha32 information"
"3873","ha33_05","completeness of ha32 information"
"3874","ha33_06","completeness of ha32 information"
"3875","ha33_07","completeness of ha32 information"
"3876","ha33_08","completeness of ha32 information"
"3877","ha33_09","completeness of ha32 information"
"3878","ha33_10","completeness of ha32 information"
"3879","ha33_11","completeness of ha32 information"
"3880","ha33_12","completeness of ha32 information"
"3881","ha33_13","completeness of ha32 information"
"3882","ha33_14","completeness of ha32 information"
"3883","ha33_15","completeness of ha32 information"
"3884","ha35_01","smoking (cigarettes in last 24 hours)"
"3885","ha35_02","smoking (cigarettes in last 24 hours)"
"3886","ha35_03","smoking (cigarettes in last 24 hours)"
"3887","ha35_04","smoking (cigarettes in last 24 hours)"
"3888","ha35_05","smoking (cigarettes in last 24 hours)"
"3889","ha35_06","smoking (cigarettes in last 24 hours)"
"3890","ha35_07","smoking (cigarettes in last 24 hours)"
"3891","ha35_08","smoking (cigarettes in last 24 hours)"
"3892","ha35_09","smoking (cigarettes in last 24 hours)"
"3893","ha35_10","smoking (cigarettes in last 24 hours)"
"3894","ha35_11","smoking (cigarettes in last 24 hours)"
"3895","ha35_12","smoking (cigarettes in last 24 hours)"
"3896","ha35_13","smoking (cigarettes in last 24 hours)"
"3897","ha35_14","smoking (cigarettes in last 24 hours)"
